"Date","Time","Open","High","Low","Close","Up","Down"
12/09/2025,21:46:30,6955.75,6955.75,6955.75,6955.75,0,1
12/09/2025,21:47:00,6955.75,6956.25,6955.75,6956.00,43,4
12/09/2025,21:47:30,6956.25,6956.75,6956.25,6956.75,35,0
12/09/2025,21:48:00,6956.75,6956.75,6956.50,6956.50,2,2
12/09/2025,21:48:30,6956.75,6956.75,6956.25,6956.75,16,10
12/09/2025,21:49:00,6956.50,6956.50,6956.50,6956.50,0,13
12/09/2025,21:49:30,6956.75,6956.75,6956.50,6956.75,2,5
12/09/2025,21:50:00,6956.75,6956.75,6956.50,6956.50,3,24
12/09/2025,21:50:30,6956.50,6956.75,6956.25,6956.75,35,10
12/09/2025,21:51:00,6956.75,6956.75,6956.75,6956.75,54,0
12/09/2025,21:51:30,6956.75,6957.50,6956.75,6957.50,63,0
12/09/2025,21:52:00,6957.50,6957.75,6957.50,6957.50,9,4
12/09/2025,21:52:30,6957.50,6957.75,6957.25,6957.50,2,34
12/09/2025,21:53:00,6957.25,6957.50,6957.25,6957.25,5,28
12/09/2025,21:53:30,6957.25,6957.25,6957.00,6957.00,0,12
12/09/2025,21:54:00,6957.25,6957.25,6957.00,6957.00,15,1
12/09/2025,21:54:30,6957.25,6957.25,6957.25,6957.25,2,0
12/09/2025,21:55:00,6957.00,6957.00,6956.75,6956.75,3,43
12/09/2025,21:55:30,6956.75,6956.75,6956.50,6956.50,13,8
12/09/2025,21:56:00,6956.50,6956.50,6956.50,6956.50,0,5
12/09/2025,21:56:30,6956.50,6956.50,6956.25,6956.50,9,30
12/09/2025,21:57:00,6956.75,6957.00,6956.75,6957.00,20,0
12/09/2025,21:57:30,6957.00,6957.00,6956.75,6956.75,7,15
12/09/2025,21:58:00,6956.75,6957.00,6956.50,6957.00,9,15
12/09/2025,21:58:30,6956.75,6956.75,6956.75,6956.75,0,7
12/09/2025,21:59:00,6956.50,6957.00,6956.50,6957.00,8,2
12/09/2025,21:59:30,6956.75,6957.00,6956.75,6957.00,2,1
12/09/2025,22:00:00,6956.75,6957.00,6956.75,6957.00,14,4
12/09/2025,22:00:30,6956.75,6958.00,6956.75,6958.00,62,2
12/09/2025,22:01:00,6958.00,6958.25,6958.00,6958.00,11,37
12/09/2025,22:01:30,6958.00,6958.00,6958.00,6958.00,0,27
12/09/2025,22:02:00,6958.00,6958.00,6957.50,6957.50,1,47
12/09/2025,22:02:30,6957.75,6957.75,6957.50,6957.75,29,17
12/09/2025,22:03:00,6957.50,6957.75,6957.50,6957.75,11,52
12/09/2025,22:03:30,6957.50,6957.75,6957.50,6957.50,1,3
12/09/2025,22:04:00,6957.50,6957.75,6957.50,6957.50,1,21
12/09/2025,22:04:30,6957.50,6957.50,6957.25,6957.25,0,13
12/09/2025,22:05:00,6957.25,6957.75,6957.25,6957.75,15,17
12/09/2025,22:05:30,6957.75,6958.00,6957.75,6957.75,13,5
12/09/2025,22:06:00,6957.75,6958.00,6957.75,6957.75,1,32
12/09/2025,22:06:30,6957.75,6957.75,6957.00,6957.00,0,46
12/09/2025,22:07:00,6957.25,6957.25,6957.25,6957.25,20,0
12/09/2025,22:07:30,6957.25,6957.50,6957.25,6957.50,17,0
12/09/2025,22:08:00,6957.50,6957.50,6957.50,6957.50,3,0
12/09/2025,22:08:30,6957.50,6958.00,6957.50,6957.75,24,12
12/09/2025,22:09:00,6957.75,6957.75,6957.75,6957.75,0,29
12/09/2025,22:09:30,6958.00,6958.25,6958.00,6958.25,12,2
12/09/2025,22:10:00,6958.25,6958.50,6958.25,6958.25,58,7
12/09/2025,22:10:30,6958.50,6958.75,6958.25,6958.50,22,19
12/09/2025,22:11:00,6958.50,6958.50,6958.25,6958.25,4,5
12/09/2025,22:11:30,6958.25,6958.50,6958.00,6958.25,21,9
12/09/2025,22:12:00,6958.00,6958.25,6958.00,6958.00,1,21
12/09/2025,22:12:30,6958.00,6958.25,6957.75,6958.00,14,15
12/09/2025,22:13:00,6957.75,6957.75,6957.50,6957.50,0,17
12/09/2025,22:13:30,6957.75,6957.75,6957.75,6957.75,18,0
12/09/2025,22:14:00,6957.75,6957.75,6957.75,6957.75,10,0
12/09/2025,22:14:30,6957.75,6957.75,6957.50,6957.50,1,32
12/09/2025,22:15:00,6957.50,6957.50,6957.25,6957.25,0,10
12/09/2025,22:15:30,6957.25,6957.25,6956.75,6956.75,2,54
12/09/2025,22:16:00,6956.50,6957.00,6956.25,6956.75,30,28
12/09/2025,22:16:30,6956.75,6956.75,6956.50,6956.75,1,7
12/09/2025,22:17:00,6956.50,6956.50,6956.25,6956.50,36,5
12/09/2025,22:17:30,6956.50,6956.75,6956.25,6956.50,15,13
12/09/2025,22:18:00,6956.50,6956.50,6956.25,6956.25,2,5
12/09/2025,22:18:30,6956.25,6956.50,6956.00,6956.25,20,19
12/09/2025,22:19:00,6956.00,6956.00,6955.75,6956.00,10,14
12/09/2025,22:19:30,6955.75,6956.00,6955.75,6956.00,8,20
12/09/2025,22:20:00,6956.00,6956.00,6955.50,6955.50,5,21
12/09/2025,22:20:30,6955.50,6955.75,6955.50,6955.75,9,19
12/09/2025,22:21:00,6956.00,6956.25,6956.00,6956.00,24,6
12/09/2025,22:21:30,6956.25,6956.25,6956.25,6956.25,5,0
12/09/2025,22:22:00,6956.25,6956.25,6956.25,6956.25,3,0
12/09/2025,22:22:30,6956.25,6956.25,6956.00,6956.00,8,1
12/09/2025,22:23:00,6956.00,6956.25,6956.00,6956.00,11,17
12/09/2025,22:23:30,6956.00,6956.00,6956.00,6956.00,0,11
12/09/2025,22:24:00,6956.25,6956.25,6956.00,6956.00,16,3
12/09/2025,22:24:30,6956.00,6956.00,6956.00,6956.00,0,1
12/09/2025,22:25:00,6956.00,6956.00,6955.75,6956.00,4,5
12/09/2025,22:25:30,6955.75,6955.75,6955.50,6955.75,3,8
12/09/2025,22:26:00,6956.00,6956.00,6955.25,6955.25,10,64
12/09/2025,22:26:30,6955.50,6955.50,6955.00,6955.00,5,24
12/09/2025,22:27:00,6955.00,6955.50,6955.00,6955.25,14,18
12/09/2025,22:27:30,6955.25,6955.25,6955.25,6955.25,0,24
12/09/2025,22:28:00,6955.25,6955.25,6954.75,6955.00,5,30
12/09/2025,22:28:30,6955.25,6955.25,6955.00,6955.25,8,6
12/09/2025,22:29:00,6955.00,6955.00,6954.75,6955.00,9,8
12/09/2025,22:29:30,6955.25,6955.25,6955.00,6955.25,10,11
12/09/2025,22:30:00,6955.25,6955.25,6955.25,6955.25,6,0
12/09/2025,22:30:30,6955.00,6955.00,6954.75,6954.75,1,25
12/09/2025,22:31:00,6954.75,6954.75,6954.50,6954.75,1,22
12/09/2025,22:31:30,6954.75,6955.25,6954.75,6955.25,42,0
12/09/2025,22:32:00,6955.25,6955.25,6955.25,6955.25,12,0
12/09/2025,22:32:30,6955.50,6955.50,6954.75,6955.00,6,18
12/09/2025,22:33:00,6954.75,6955.00,6954.75,6955.00,4,3
12/09/2025,22:33:30,6954.75,6954.75,6954.50,6954.50,0,37
12/09/2025,22:34:00,6954.50,6954.75,6954.50,6954.75,2,19
12/09/2025,22:34:30,6954.75,6955.00,6954.75,6954.75,16,12
12/09/2025,22:35:00,6955.00,6955.00,6955.00,6955.00,5,0
12/09/2025,22:35:30,6954.75,6955.25,6954.75,6955.25,8,1
12/09/2025,22:36:00,6955.00,6955.25,6955.00,6955.25,8,8
12/09/2025,22:36:30,6955.50,6955.75,6955.50,6955.75,22,0
12/09/2025,22:37:00,6956.00,6956.25,6956.00,6956.00,30,1
12/09/2025,22:37:30,6956.25,6956.25,6956.00,6956.00,1,4
12/09/2025,22:38:00,6956.00,6956.25,6956.00,6956.00,1,22
12/09/2025,22:38:30,6956.00,6956.00,6955.75,6955.75,0,18
12/09/2025,22:39:00,6955.75,6956.25,6955.75,6955.75,11,9
12/09/2025,22:39:30,6955.75,6956.00,6955.75,6956.00,10,8
12/09/2025,22:40:00,6956.00,6956.25,6955.75,6956.00,9,42
12/09/2025,22:40:30,6955.75,6955.75,6955.50,6955.50,0,40
12/09/2025,22:41:00,6955.75,6956.00,6955.75,6956.00,15,28
12/09/2025,22:41:30,6956.00,6956.00,6955.50,6955.50,40,16
12/09/2025,22:42:00,6955.75,6956.00,6955.75,6956.00,32,0
12/09/2025,22:42:30,6956.25,6956.50,6956.00,6956.25,14,12
12/09/2025,22:43:00,6956.00,6956.00,6956.00,6956.00,0,7
12/09/2025,22:43:30,6956.00,6956.25,6956.00,6956.00,2,11
12/09/2025,22:44:00,6956.00,6956.00,6956.00,6956.00,0,14
12/09/2025,22:44:30,6956.00,6956.00,6956.00,6956.00,0,8
12/09/2025,22:45:00,6955.75,6955.75,6955.50,6955.50,0,30
12/09/2025,22:45:30,6955.50,6955.75,6955.25,6955.25,3,25
12/09/2025,22:46:00,6955.25,6955.25,6955.00,6955.00,5,12
12/09/2025,22:46:30,6955.00,6955.00,6954.75,6954.75,0,23
12/09/2025,22:47:00,6954.75,6955.00,6954.75,6954.75,3,3
12/09/2025,22:47:30,6955.25,6955.75,6955.25,6955.75,11,0
12/09/2025,22:48:00,6955.75,6955.75,6955.50,6955.75,20,1
12/09/2025,22:48:30,6955.50,6955.50,6955.25,6955.25,0,26
12/09/2025,22:49:00,6955.25,6955.25,6955.25,6955.25,0,9
12/09/2025,22:49:30,6955.50,6955.50,6955.50,6955.50,7,0
12/09/2025,22:50:00,6955.50,6955.50,6955.00,6955.00,3,11
12/09/2025,22:50:30,6955.00,6955.00,6955.00,6955.00,0,15
12/09/2025,22:51:00,6955.00,6955.00,6955.00,6955.00,0,1
12/09/2025,22:51:30,6955.00,6955.00,6954.75,6955.00,10,3
12/09/2025,22:52:00,6955.00,6955.00,6955.00,6955.00,6,0
12/09/2025,22:52:30,6954.75,6954.75,6954.75,6954.75,0,27
12/09/2025,22:53:00,6954.75,6954.75,6954.75,6954.75,0,20
12/09/2025,22:53:30,6954.75,6954.75,6954.75,6954.75,0,11
12/09/2025,22:54:00,6954.75,6954.75,6954.75,6954.75,0,3
12/09/2025,22:54:30,6954.75,6955.00,6954.75,6955.00,26,6
12/09/2025,22:55:00,6955.00,6955.00,6954.75,6954.75,6,5
12/09/2025,22:55:30,6955.00,6955.25,6955.00,6955.00,19,10
12/09/2025,22:56:00,6955.25,6955.50,6955.25,6955.50,13,0
12/09/2025,22:56:30,6955.50,6956.00,6955.50,6956.00,10,0
12/09/2025,22:57:00,6956.00,6956.50,6956.00,6956.50,59,0
12/09/2025,22:57:30,6956.25,6956.75,6956.25,6956.50,18,18
12/09/2025,22:58:00,6956.50,6956.50,6956.25,6956.50,10,28
12/09/2025,22:58:30,6956.50,6956.50,6956.50,6956.50,10,0
12/09/2025,22:59:00,6956.25,6956.75,6956.25,6956.75,27,2
12/09/2025,22:59:30,6956.75,6956.75,6956.75,6956.75,37,0
12/09/2025,23:00:00,6956.75,6956.75,6956.75,6956.75,6,0
12/09/2025,23:00:30,6956.75,6957.50,6956.75,6957.25,64,41
12/09/2025,23:01:00,6957.25,6957.25,6957.00,6957.00,1,30
12/09/2025,23:01:30,6957.25,6957.25,6957.25,6957.25,29,0
12/09/2025,23:02:00,6957.50,6957.75,6957.25,6957.25,19,17
12/09/2025,23:02:30,6957.25,6957.25,6957.25,6957.25,0,26
12/09/2025,23:03:00,6957.25,6957.25,6957.25,6957.25,0,2
12/09/2025,23:03:30,6957.50,6958.25,6957.50,6958.25,54,3
12/09/2025,23:04:00,6958.25,6958.50,6958.25,6958.50,28,3
12/09/2025,23:04:30,6958.25,6958.50,6958.25,6958.50,38,29
12/09/2025,23:05:00,6958.50,6958.75,6958.50,6958.50,11,35
12/09/2025,23:05:30,6958.50,6958.50,6958.25,6958.25,0,75
12/09/2025,23:06:00,6958.50,6958.75,6958.50,6958.75,23,0
12/09/2025,23:06:30,6958.75,6959.00,6958.75,6959.00,45,0
12/09/2025,23:07:00,6959.00,6959.25,6958.75,6959.00,39,8
12/09/2025,23:07:30,6959.00,6959.00,6958.75,6959.00,36,45
12/09/2025,23:08:00,6958.75,6959.00,6958.75,6958.75,10,20
12/09/2025,23:08:30,6958.75,6958.75,6958.50,6958.75,21,35
12/09/2025,23:09:00,6958.75,6958.75,6958.50,6958.50,6,5
12/09/2025,23:09:30,6958.50,6958.50,6958.25,6958.50,22,80
12/09/2025,23:10:00,6958.50,6959.00,6958.50,6959.00,43,2
12/09/2025,23:10:30,6959.00,6959.25,6959.00,6959.00,44,16
12/09/2025,23:11:00,6959.00,6959.75,6958.75,6959.25,117,23
12/09/2025,23:11:30,6959.50,6959.75,6959.50,6959.50,74,46
12/09/2025,23:12:00,6959.25,6959.50,6959.00,6959.00,1,47
12/09/2025,23:12:30,6959.25,6959.50,6959.25,6959.25,25,2
12/09/2025,23:13:00,6959.25,6959.25,6959.00,6959.00,1,22
12/09/2025,23:13:30,6959.25,6959.50,6959.25,6959.25,14,11
12/09/2025,23:14:00,6959.25,6959.25,6959.00,6959.25,19,15
12/09/2025,23:14:30,6959.00,6959.00,6959.00,6959.00,0,7
12/09/2025,23:15:00,6959.25,6959.25,6958.75,6959.00,24,12
12/09/2025,23:15:30,6958.75,6959.00,6958.75,6958.75,25,8
12/09/2025,23:16:00,6959.00,6959.00,6958.75,6958.75,2,6
12/09/2025,23:16:30,6958.75,6958.75,6958.75,6958.75,0,63
12/09/2025,23:17:00,6958.75,6958.75,6958.25,6958.50,33,54
12/09/2025,23:17:30,6958.50,6958.50,6958.00,6958.00,35,35
12/09/2025,23:18:00,6958.25,6958.25,6957.75,6958.00,23,12
12/09/2025,23:18:30,6958.00,6959.00,6958.00,6959.00,53,9
12/09/2025,23:19:00,6958.75,6959.00,6958.75,6958.75,13,12
12/09/2025,23:19:30,6958.75,6959.00,6958.75,6959.00,23,20
12/09/2025,23:20:00,6958.75,6958.75,6958.75,6958.75,0,22
12/09/2025,23:20:30,6958.50,6958.50,6958.00,6958.00,0,14
12/09/2025,23:21:00,6958.00,6958.00,6958.00,6958.00,0,4
12/09/2025,23:21:30,6958.25,6958.25,6958.00,6958.25,20,45
12/09/2025,23:22:00,6958.50,6958.50,6958.25,6958.50,14,1
12/09/2025,23:22:30,6958.50,6958.50,6958.00,6958.25,8,6
12/09/2025,23:23:00,6958.25,6958.50,6958.25,6958.25,27,1
12/09/2025,23:23:30,6958.25,6958.25,6957.75,6958.00,3,44
12/09/2025,23:24:00,6958.25,6958.25,6958.00,6958.00,1,1
12/09/2025,23:24:30,6958.25,6958.50,6958.25,6958.50,21,1
12/09/2025,23:25:00,6958.75,6958.75,6958.50,6958.50,1,13
12/09/2025,23:25:30,6958.50,6958.75,6958.50,6958.75,23,12
12/09/2025,23:26:00,6959.00,6959.00,6958.75,6958.75,5,1
12/09/2025,23:26:30,6958.75,6958.75,6958.75,6958.75,0,14
12/09/2025,23:27:00,6958.75,6958.75,6958.50,6958.50,2,13
12/09/2025,23:27:30,6958.50,6958.50,6958.50,6958.50,0,21
12/09/2025,23:28:00,6958.50,6958.50,6958.25,6958.50,5,13
12/09/2025,23:28:30,6958.50,6958.75,6958.50,6958.75,11,0
12/09/2025,23:29:00,6958.75,6958.75,6958.75,6958.75,6,0
12/09/2025,23:29:30,6958.75,6959.00,6958.75,6959.00,50,0
12/09/2025,23:30:00,6959.00,6959.00,6959.00,6959.00,20,0
12/09/2025,23:30:30,6959.25,6959.75,6959.25,6959.75,42,6
12/09/2025,23:31:00,6959.50,6959.75,6959.50,6959.75,6,5
12/09/2025,23:31:30,6959.75,6960.00,6959.75,6960.00,29,2
12/09/2025,23:32:00,6959.75,6960.25,6959.75,6960.00,26,7
12/09/2025,23:32:30,6960.00,6960.25,6959.75,6960.25,37,11
12/09/2025,23:33:00,6960.50,6961.00,6960.25,6960.25,98,74
12/09/2025,23:33:30,6960.25,6960.75,6960.25,6960.75,29,5
12/09/2025,23:34:00,6961.00,6961.75,6961.00,6961.25,221,45
12/09/2025,23:34:30,6961.25,6961.25,6961.00,6961.00,26,36
12/09/2025,23:35:00,6961.25,6962.00,6961.25,6961.75,108,21
12/09/2025,23:35:30,6961.75,6962.00,6961.50,6961.50,5,7
12/09/2025,23:36:00,6961.50,6962.00,6961.50,6962.00,22,25
12/09/2025,23:36:30,6961.75,6962.25,6961.75,6961.75,40,14
12/09/2025,23:37:00,6961.75,6962.00,6961.75,6962.00,26,13
12/09/2025,23:37:30,6962.00,6962.50,6962.00,6962.25,57,7
12/09/2025,23:38:00,6962.50,6963.50,6962.50,6963.25,125,13
12/09/2025,23:38:30,6963.50,6963.75,6963.25,6963.25,38,85
12/09/2025,23:39:00,6963.25,6963.25,6962.75,6962.75,1,59
12/09/2025,23:39:30,6962.75,6962.75,6962.75,6962.75,0,24
12/09/2025,23:40:00,6962.50,6962.50,6962.25,6962.50,1,10
12/09/2025,23:40:30,6962.25,6962.50,6961.75,6961.75,17,41
12/09/2025,23:41:00,6962.00,6962.00,6961.50,6961.75,4,23
12/09/2025,23:41:30,6961.75,6961.75,6961.50,6961.50,28,42
12/09/2025,23:42:00,6961.50,6961.75,6961.50,6961.50,1,16
12/09/2025,23:42:30,6961.50,6961.50,6961.50,6961.50,0,2
12/09/2025,23:43:00,6961.75,6961.75,6961.75,6961.75,25,0
12/09/2025,23:43:30,6961.50,6961.50,6961.00,6961.00,0,52
12/09/2025,23:44:00,6961.00,6961.00,6960.75,6960.75,2,17
12/09/2025,23:44:30,6960.75,6960.75,6960.50,6960.50,0,6
12/09/2025,23:45:00,6960.75,6960.75,6960.25,6960.50,21,21
12/09/2025,23:45:30,6960.50,6960.50,6960.25,6960.25,7,13
12/09/2025,23:46:00,6960.25,6960.75,6960.25,6960.75,23,9
12/09/2025,23:46:30,6960.75,6961.25,6960.50,6961.25,21,5
12/09/2025,23:47:00,6961.50,6961.50,6961.25,6961.25,13,4
12/09/2025,23:47:30,6961.50,6961.75,6961.50,6961.50,10,13
12/09/2025,23:48:00,6961.75,6961.75,6961.50,6961.50,13,6
12/09/2025,23:48:30,6961.50,6961.50,6961.00,6961.25,2,9
12/09/2025,23:49:00,6961.00,6961.25,6961.00,6961.00,1,27
12/09/2025,23:49:30,6960.75,6960.75,6960.75,6960.75,0,5
12/09/2025,23:50:00,6960.75,6961.00,6960.75,6961.00,2,5
12/09/2025,23:50:30,6961.00,6961.00,6960.50,6961.00,6,21
12/09/2025,23:51:00,6960.75,6960.75,6960.75,6960.75,0,2
12/09/2025,23:51:30,6960.75,6960.75,6960.75,6960.75,0,20
12/09/2025,23:52:00,6960.75,6960.75,6960.75,6960.75,0,13
12/09/2025,23:52:30,6960.75,6961.25,6960.75,6961.00,17,5
12/09/2025,23:53:00,6961.00,6961.00,6960.75,6960.75,0,2
12/09/2025,23:53:30,6960.75,6960.75,6960.75,6960.75,0,2
12/09/2025,23:54:00,6960.75,6960.75,6960.50,6960.50,0,16
12/09/2025,23:54:30,6960.75,6961.00,6960.75,6961.00,11,0
12/09/2025,23:55:00,6961.00,6961.50,6961.00,6961.25,17,3
12/09/2025,23:55:30,6961.25,6961.25,6961.25,6961.25,0,13
12/09/2025,23:56:30,6961.25,6961.25,6961.00,6961.00,0,15
12/09/2025,23:57:00,6961.00,6961.00,6960.75,6960.75,0,37
12/09/2025,23:57:30,6960.75,6961.00,6960.75,6961.00,10,3
12/09/2025,23:58:00,6961.00,6961.00,6961.00,6961.00,6,0
12/09/2025,23:58:30,6961.00,6961.00,6961.00,6961.00,12,0
12/09/2025,23:59:00,6961.00,6961.00,6960.75,6960.75,1,3
12/09/2025,23:59:30,6960.50,6960.75,6960.25,6960.50,16,5
12/10/2025,00:00:00,6960.50,6961.00,6960.50,6961.00,22,2
12/10/2025,00:00:30,6960.75,6961.00,6960.75,6960.75,8,22
12/10/2025,00:01:00,6960.50,6960.75,6960.50,6960.50,1,22
12/10/2025,00:01:30,6960.25,6960.25,6958.75,6959.00,35,241
12/10/2025,00:02:00,6959.25,6959.25,6959.00,6959.25,30,15
12/10/2025,00:02:30,6959.00,6959.00,6958.75,6958.75,1,19
12/10/2025,00:03:00,6958.75,6959.00,6958.50,6958.75,12,34
12/10/2025,00:03:30,6959.00,6959.00,6959.00,6959.00,15,0
12/10/2025,00:04:00,6958.75,6959.00,6958.75,6959.00,10,1
12/10/2025,00:04:30,6959.00,6959.00,6958.75,6959.00,23,18
12/10/2025,00:05:00,6959.00,6959.00,6958.75,6958.75,23,5
12/10/2025,00:05:30,6958.75,6958.75,6958.25,6958.50,18,16
12/10/2025,00:06:00,6958.25,6958.50,6958.25,6958.25,8,13
12/10/2025,00:06:30,6958.25,6958.25,6957.25,6957.25,2,134
12/10/2025,00:07:00,6957.25,6958.00,6957.25,6957.25,37,20
12/10/2025,00:07:30,6957.25,6957.25,6957.00,6957.00,19,35
12/10/2025,00:08:00,6957.00,6957.25,6956.75,6957.25,35,15
12/10/2025,00:08:30,6957.25,6957.50,6957.00,6957.25,20,11
12/10/2025,00:09:00,6957.25,6957.50,6957.25,6957.50,6,26
12/10/2025,00:09:30,6957.25,6957.25,6956.50,6956.75,20,98
12/10/2025,00:10:00,6956.75,6956.75,6956.25,6956.75,58,26
12/10/2025,00:10:30,6956.75,6957.25,6956.75,6957.00,48,13
12/10/2025,00:11:00,6957.00,6957.25,6956.25,6956.25,1,21
12/10/2025,00:11:30,6956.25,6956.25,6955.50,6955.50,19,57
12/10/2025,00:12:00,6955.50,6956.00,6955.50,6955.50,4,13
12/10/2025,00:12:30,6955.50,6956.50,6955.25,6956.25,46,32
12/10/2025,00:13:00,6956.25,6956.25,6955.75,6956.00,16,11
12/10/2025,00:13:30,6956.00,6956.00,6955.75,6955.75,2,23
12/10/2025,00:14:00,6956.00,6956.00,6955.75,6955.75,47,8
12/10/2025,00:14:30,6956.00,6956.00,6955.50,6955.75,5,20
12/10/2025,00:15:00,6956.00,6956.50,6956.00,6956.50,39,7
12/10/2025,00:15:30,6956.25,6956.75,6956.25,6956.75,46,1
12/10/2025,00:16:00,6956.50,6957.00,6956.50,6957.00,28,2
12/10/2025,00:16:30,6957.00,6957.25,6957.00,6957.00,39,20
12/10/2025,00:17:00,6957.00,6957.00,6956.50,6956.50,17,35
12/10/2025,00:17:30,6956.50,6956.75,6956.50,6956.50,1,17
12/10/2025,00:18:00,6956.75,6956.75,6956.75,6956.75,29,0
12/10/2025,00:18:30,6956.75,6957.00,6956.75,6957.00,10,0
12/10/2025,00:19:00,6957.00,6957.00,6957.00,6957.00,6,0
12/10/2025,00:19:30,6956.75,6956.75,6956.50,6956.75,1,13
12/10/2025,00:20:00,6956.50,6956.50,6956.50,6956.50,0,6
12/10/2025,00:20:30,6956.50,6956.75,6956.50,6956.75,36,4
12/10/2025,00:21:00,6956.50,6956.50,6956.25,6956.25,0,38
12/10/2025,00:21:30,6956.50,6956.50,6956.25,6956.50,22,2
12/10/2025,00:22:00,6956.25,6956.50,6956.25,6956.25,3,7
12/10/2025,00:22:30,6956.25,6956.25,6956.00,6956.25,4,25
12/10/2025,00:23:00,6956.50,6956.75,6956.50,6956.50,2,6
12/10/2025,00:23:30,6956.50,6956.75,6956.50,6956.75,13,3
12/10/2025,00:24:00,6956.75,6957.00,6956.50,6956.50,7,11
12/10/2025,00:24:30,6956.50,6956.75,6956.50,6956.50,2,32
12/10/2025,00:25:00,6956.25,6956.50,6956.25,6956.50,5,1
12/10/2025,00:25:30,6956.50,6956.50,6956.25,6956.25,6,3
12/10/2025,00:26:00,6956.50,6956.50,6956.25,6956.25,14,2
12/10/2025,00:26:30,6956.50,6956.50,6956.00,6956.25,7,10
12/10/2025,00:27:00,6956.25,6957.00,6956.25,6957.00,16,3
12/10/2025,00:27:30,6957.00,6957.25,6957.00,6957.25,26,1
12/10/2025,00:28:00,6957.25,6957.75,6957.25,6957.75,26,0
12/10/2025,00:28:30,6957.75,6957.75,6957.50,6957.50,18,10
12/10/2025,00:29:00,6957.50,6957.50,6957.50,6957.50,0,18
12/10/2025,00:29:30,6957.25,6957.50,6957.25,6957.50,9,10
12/10/2025,00:30:00,6957.25,6957.25,6957.00,6957.00,0,27
12/10/2025,00:30:30,6957.00,6957.00,6957.00,6957.00,0,3
12/10/2025,00:31:00,6956.75,6956.75,6956.50,6956.50,0,32
12/10/2025,00:31:30,6956.50,6956.75,6956.50,6956.75,2,25
12/10/2025,00:32:00,6956.75,6957.00,6956.75,6957.00,16,0
12/10/2025,00:32:30,6957.25,6957.75,6957.25,6957.50,7,1
12/10/2025,00:33:00,6957.75,6957.75,6957.75,6957.75,3,0
12/10/2025,00:33:30,6957.50,6957.75,6957.50,6957.50,32,18
12/10/2025,00:34:00,6957.50,6957.50,6957.50,6957.50,0,45
12/10/2025,00:34:30,6957.75,6957.75,6957.50,6957.50,11,3
12/10/2025,00:35:00,6957.75,6958.00,6957.75,6958.00,58,0
12/10/2025,00:35:30,6958.00,6958.50,6958.00,6958.25,51,3
12/10/2025,00:36:00,6958.25,6958.25,6958.00,6958.00,16,9
12/10/2025,00:36:30,6958.00,6958.00,6957.75,6957.75,0,14
12/10/2025,00:37:00,6957.50,6957.75,6957.50,6957.75,12,5
12/10/2025,00:37:30,6958.00,6958.00,6957.50,6957.50,12,16
12/10/2025,00:38:00,6957.25,6957.25,6957.00,6957.00,0,14
12/10/2025,00:38:30,6957.25,6957.25,6957.25,6957.25,20,0
12/10/2025,00:39:00,6957.00,6957.00,6956.75,6956.75,0,22
12/10/2025,00:39:30,6956.75,6957.00,6956.75,6956.75,5,4
12/10/2025,00:40:00,6956.75,6957.25,6956.75,6957.25,11,1
12/10/2025,00:40:30,6957.25,6957.25,6956.75,6957.00,22,14
12/10/2025,00:41:00,6957.00,6957.25,6957.00,6957.25,6,0
12/10/2025,00:41:30,6957.50,6957.50,6957.25,6957.25,16,7
12/10/2025,00:42:00,6957.25,6957.25,6957.25,6957.25,0,19
12/10/2025,00:42:30,6957.25,6957.50,6957.00,6957.50,29,22
12/10/2025,00:43:00,6957.50,6957.75,6957.50,6957.50,12,4
12/10/2025,00:43:30,6957.25,6957.25,6957.00,6957.00,2,15
12/10/2025,00:44:00,6957.00,6957.00,6957.00,6957.00,0,2
12/10/2025,00:44:30,6956.75,6957.50,6956.75,6957.50,12,2
12/10/2025,00:45:00,6957.75,6958.00,6957.50,6958.00,25,2
12/10/2025,00:45:30,6957.75,6958.00,6957.75,6958.00,3,3
12/10/2025,00:46:00,6958.25,6958.25,6958.00,6958.00,16,5
12/10/2025,00:46:30,6958.00,6958.25,6958.00,6958.25,5,8
12/10/2025,00:47:00,6958.00,6958.00,6958.00,6958.00,0,47
12/10/2025,00:47:30,6958.25,6958.25,6958.00,6958.25,3,5
12/10/2025,00:48:00,6958.00,6958.00,6958.00,6958.00,0,31
12/10/2025,00:48:30,6958.00,6958.25,6957.75,6958.00,7,14
12/10/2025,00:49:00,6957.75,6958.00,6957.75,6958.00,3,7
12/10/2025,00:49:30,6957.75,6958.00,6957.75,6958.00,4,2
12/10/2025,00:50:00,6957.75,6958.00,6957.75,6957.75,15,3
12/10/2025,00:50:30,6957.75,6957.75,6957.25,6957.50,14,13
12/10/2025,00:51:00,6957.50,6957.75,6957.50,6957.75,9,0
12/10/2025,00:51:30,6957.75,6957.75,6957.75,6957.75,7,0
12/10/2025,00:52:00,6957.75,6958.00,6957.50,6957.50,2,4
12/10/2025,00:52:30,6957.50,6957.75,6957.50,6957.75,1,21
12/10/2025,00:53:00,6957.50,6957.50,6957.50,6957.50,0,4
12/10/2025,00:53:30,6957.25,6957.50,6957.25,6957.50,1,1
12/10/2025,00:54:00,6957.50,6957.75,6957.50,6957.75,11,0
12/10/2025,00:54:30,6957.75,6957.75,6957.50,6957.50,8,3
12/10/2025,00:55:00,6957.25,6957.50,6957.25,6957.50,1,8
